CLUSTER_COUNT	STATUS	CLUSTER_SIZE	DATASET	RESOURCE_URI	CLUSTER_ID	ILN_GROUP
165	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26338828p1	PH02cdd2ec7b80988	1

166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24280776p2	PH0d13757a8b73f53	1
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24417536p2	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9116381p1	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9116393p2	PH0d13757a8b73f53	 
166	B	15	http://www.vondel.humanities.uva.nl/ecartico/persons/	14770	PH0d13757a8b73f53	1
166	B	15	http://www.vondel.humanities.uva.nl/ecartico/persons/	15282	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26321185p3	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26329398p3	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342474p1	PH0d13757a8b73f53	2
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342478p1	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342483p1	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342512p1	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342609p1	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26359366p3	PH0d13757a8b73f53	 
166	B	15	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26397723p3	PH0d13757a8b73f53	2

167	B	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24417536p1	PH3cfd17052f691b8	 
167	B	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24503553p1	PH3cfd17052f691b8	1
167	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	10871	PH3cfd17052f691b8	 
167	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	20266	PH3cfd17052f691b8	1

168	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24577017p2	PH05e94fa6b8cd961	1
168	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	18107	PH05e94fa6b8cd961	1
168	G	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26345333p1	PH05e94fa6b8cd961	1

169	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24577017p1	PH0264f821688fac9	1
169	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	17967	PH0264f821688fac9	1
169	G	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26345333p2	PH0264f821688fac9	1

170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24545613p1	PH2fe98c913c6b348	1
170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24565272p1	PH2fe98c913c6b348	1
170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24593239p1	PH2fe98c913c6b348	1
170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24609646p1	PH2fe98c913c6b348	1
170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24687395p1	PH2fe98c913c6b348	1
170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24726630p1	PH2fe98c913c6b348	1
170	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	16466	PH2fe98c913c6b348	1
170	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	9937	PH2fe98c913c6b348	 
170	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26379740p2	PH2fe98c913c6b348	 

171	G	5	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24359430p1	PH25075e10914e433	1
171	G	5	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24595171p1	PH25075e10914e433	1
171	G	5	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9252779p2	PH25075e10914e433	1
171	G	5	http://www.vondel.humanities.uva.nl/ecartico/persons/	9394	PH25075e10914e433	1
171	G	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26384399p2	PH25075e10914e433	1

172	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24229330p2	PH1c391e1efac6b53	1
172	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	17980	PH1c391e1efac6b53	1
172	G	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26337676p1	PH1c391e1efac6b53	1

173	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24229330p1	PH3449744f86a5f95	1
173	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	17702	PH3449744f86a5f95	1
173	G	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26337676p2	PH3449744f86a5f95	1

174	G	5	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24287797p1	PH52fca88a5d2e954	1
174	G	5	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24398921p1	PH52fca88a5d2e954	1
174	G	5	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24479380p1	PH52fca88a5d2e954	1
174	G	5	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24613062p1	PH52fca88a5d2e954	1
174	G	5	http://www.vondel.humanities.uva.nl/ecartico/persons/	9279	PH52fca88a5d2e954	1

175	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24219514p2	PH4da179d62ef8a08	1
175	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24397637p2	PH4da179d62ef8a08	1
175	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	7856	PH4da179d62ef8a08	1
175	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26398283p1	PH4da179d62ef8a08	1

176	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24378274p2	PH979e247d69e3a94	1
176	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24674061p2	PH979e247d69e3a94	1
176	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	11155	PH979e247d69e3a94	1

177	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24378274p1	PH691d73e5d82fbc8	1
177	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24674061p1	PH691d73e5d82fbc8	1
177	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	11156	PH691d73e5d82fbc8	1

178	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24408183p2	PH37cc5f4143e857b	1
178	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	15119	PH37cc5f4143e857b	1
178	G	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26330374p1	PH37cc5f4143e857b	1

179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24255291p2	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24273101p2	PH1aaccb6b710e635	1
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24468385p2	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24515677p2	PH1aaccb6b710e635	1
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24544852p2	PH1aaccb6b710e635	1
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24547914p2	PH1aaccb6b710e635	1
179	B	30	http://www.vondel.humanities.uva.nl/ecartico/persons/	23972	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318810p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26319125p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26337727p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26339773p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344677p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26387638p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26397125p3	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402248p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402252p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402257p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402260p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402270p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402296p1	PH1aaccb6b710e635	2
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402297p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402304p1	PH1aaccb6b710e635	3
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402320p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402337p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402346p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402354p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402357p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403154p1	PH1aaccb6b710e635	3
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403189p1	PH1aaccb6b710e635	 
179	B	30	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26544254p3	PH1aaccb6b710e635	2

180	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24337891p2	PH4fc60c2d66fe260	1
180	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24588815p2	PH4fc60c2d66fe260	1
180	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	13196	PH4fc60c2d66fe260	1
180	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26381153p1	PH4fc60c2d66fe260	1

181	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24318253p2	PH0b0691950c1ae8f	1
181	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24336202p2	PH0b0691950c1ae8f	1
181	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	3619	PH0b0691950c1ae8f	1

182	B	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24318253p1	PH00f60a4b9d97603	2
182	B	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24336202p1	PH00f60a4b9d97603	2
182	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	20890	PH00f60a4b9d97603	1
182	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	9055	PH00f60a4b9d97603	2
182	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26330568p2	PH00f60a4b9d97603	1
182	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26393225p2	PH00f60a4b9d97603	1

183	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24238309p1	PH4a58a894c6c0295	1
183	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	24486	PH4a58a894c6c0295	1
183	G	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26392234p3	PH4a58a894c6c0295	1

184	B	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24220332p1	PH0434cc277a52c05	 
184	B	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24704958p1	PH0434cc277a52c05	 
184	B	6	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9136698p1	PH0434cc277a52c05	1
184	B	6	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9136737p2	PH0434cc277a52c05	1
184	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	12741	PH0434cc277a52c05	 
184	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	20322	PH0434cc277a52c05	 

185	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24509717p1	PH3149586d62abee0	2
185	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24524508p1	PH3149586d62abee0	2
185	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24583287p1	PH3149586d62abee0	2
185	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	13364	PH3149586d62abee0	1
185	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	18543	PH3149586d62abee0	3
185	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	22570	PH3149586d62abee0	2
185	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	9547	PH3149586d62abee0	3
185	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26375644p2	PH3149586d62abee0	3
185	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26388043p2	PH3149586d62abee0	1

186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24369975p1	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24451498p1	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10534726p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10534733p1	PH098925dbcc6bcf0	 
186	B	26	http://www.vondel.humanities.uva.nl/ecartico/persons/	15695	PH098925dbcc6bcf0	 
186	B	26	http://www.vondel.humanities.uva.nl/ecartico/persons/	23038	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318939p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26330735p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26335644p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26336256p4	PH098925dbcc6bcf0	1
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26336341p4	PH098925dbcc6bcf0	1
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26338963p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342271p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342429p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344526p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26346749p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26350097p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26362316p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26363289p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26363678p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26365039p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26377786p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26385389p4	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26387382p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26390172p2	PH098925dbcc6bcf0	 
186	B	26	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26393005p2	PH098925dbcc6bcf0	 

187	B	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24277284p2	PH471c6f8862c05ad	 
187	B	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24311611p2	PH471c6f8862c05ad	1
187	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	21618	PH471c6f8862c05ad	1
187	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26329855p1	PH471c6f8862c05ad	 

188	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24277284p1	PH2e2d6bbef6551b2	 
188	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	20150	PH2e2d6bbef6551b2	1
188	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26324669p2	PH2e2d6bbef6551b2	1
188	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26545164p2	PH2e2d6bbef6551b2	 

189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24317370p1	PH239098e99e621e6	 
189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24445435p1	PH239098e99e621e6	1
189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10521256p2	PH239098e99e621e6	2
189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10521279p1	PH239098e99e621e6	2
189	B	10	http://www.vondel.humanities.uva.nl/ecartico/persons/	10134	PH239098e99e621e6	 
189	B	10	http://www.vondel.humanities.uva.nl/ecartico/persons/	14577	PH239098e99e621e6	 
189	B	10	http://www.vondel.humanities.uva.nl/ecartico/persons/	17407	PH239098e99e621e6	1
189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26347660p2	PH239098e99e621e6	
189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26401729p2	PH239098e99e621e6	 
189	B	10	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26550130p2	PH239098e99e621e6	

190	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24461229p2	PH17e208ac0e34063	1
190	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24696436p2	PH17e208ac0e34063	1
190	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	22158	PH17e208ac0e34063	1
190	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26332416p1	PH17e208ac0e34063	1

191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24402844p1	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24746492p1	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10796649p1	PH04554bc550154d9	1
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10796663p2	PH04554bc550154d9	1
191	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	12018	PH04554bc550154d9	 
191	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	15523	PH04554bc550154d9	 
191	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	22605	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26320741p2	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26330034p2	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26348103p2	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26357654p2	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26359377p2	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26364320p4	PH04554bc550154d9	 
191	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382739p2	PH04554bc550154d9	 

192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24506872p2	PH00cf40b871622ff	 
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24704372p2	PH00cf40b871622ff	 
192	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	14647	PH00cf40b871622ff	3
192	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	14879	PH00cf40b871622ff	3
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318624p3	PH00cf40b871622ff	1
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318912p1	PH00cf40b871622ff	2
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318913p1	PH00cf40b871622ff	 
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318920p1	PH00cf40b871622ff	 
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318939p1	PH00cf40b871622ff	 
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318951p1	PH00cf40b871622ff	 
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318990p1	PH00cf40b871622ff	1
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26332179p3	PH00cf40b871622ff	2
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26377936p3	PH00cf40b871622ff	 
192	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26540949p1	PH00cf40b871622ff	 

193	B	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24317464p1	PH6d4fd0ef28ab2d3	
193	B	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	10348	PH6d4fd0ef28ab2d3	1
193	B	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26322447p2	PH6d4fd0ef28ab2d3	1

194	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24357483p2	PH01dae506e0d3c57	 
194	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24737293p2	PH01dae506e0d3c57	 
194	B	7	http://www.vondel.humanities.uva.nl/ecartico/persons/	21047	PH01dae506e0d3c57	 
194	B	7	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26336256p1	PH01dae506e0d3c57	1
194	B	7	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26336341p1	PH01dae506e0d3c57	1
194	B	7	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26336375p1	PH01dae506e0d3c57	 
194	B	7	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26336496p1	PH01dae506e0d3c57	 

195	B	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24357483p1	PH48ed3e89debde4c	 
195	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	21169	PH48ed3e89debde4c	1
195	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26348796p2	PH48ed3e89debde4c	1
195	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26384363p4	PH48ed3e89debde4c	 

196	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24295071p2	PH1c152f1bf8f6787	1
196	G	3	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24365151p2	PH1c152f1bf8f6787	1
196	G	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	2320	PH1c152f1bf8f6787	1

197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24650288p1	PH12de91be0f682d2	2
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24684490p1	PH12de91be0f682d2	2
197	B	13	http://www.vondel.humanities.uva.nl/ecartico/persons/	14882	PH12de91be0f682d2	1
197	B	13	http://www.vondel.humanities.uva.nl/ecartico/persons/	28088	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26331840p2	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342422p2	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26346686p2	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26356934p2	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26359505p2	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26380585p2	PH12de91be0f682d2	1
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382843p2	PH12de91be0f682d2	
197	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26543401p2	PH12de91be0f682d2	
